marker,file,lines_matched,category
"governance_views","./.github/workflows/housekeeping-prod-promotion.yml","3","governance"
"governance_views","./.github/workflows/housekeeping-staging-selfcontained.yml","3","governance"
"governance_views","./applications/APP001/codebase/README.md","2","governance"
"governance_views","./database/schema/011_extend_existing_tables.sql","1","governance"
"governance_views","./db/migrations/vh/202509221340__vh_ingest_governance_views.sql","1","governance"
"governance_views","./db/seeds/ci_smoke_seed.sql","2","governance"
"governance_views","./db/views/eng/v_eng_trace.sql","1","governance"
"governance_views","./db/views/vh/v_vh_governance_snapshot.sql","1","governance"
"governance_views","./db/views/vh/v_vh_stage_progress.sql","2","governance"
"governance_views","./docs/EHG/README.md","3","governance"
"governance_views","./docs/EHG/data-contracts/venture_entities.md","2","governance"
"governance_views","./docs/EHG_Engineering/README.md","2","governance"
"governance_views","./docs/EHG_Engineering/data-contracts/backlog.md","1","governance"
"governance_views","./docs/EHG_Engineering/data-contracts/product_requirements.md","1","governance"
"governance_views","./docs/EHG_Engineering/data-contracts/strategic_directives.md","2","governance"
"governance_views","./ops/checks/assert_ci_smoke.sql","2","governance"
"governance_views","./ops/checks/backlog_integrity.sql","1","governance"
"governance_views","./ops/checks/backlog_integrity_staging.sql","1","governance"
"governance_views","./ops/checks/vh_ideation_integrity_staging.sql","6","governance"
"governance_views","./ops/checks/vision_alignment_staging.sql","4","governance"
"governance_views","./ops/jobs/hydrate_vh_linkage.sql","2","governance"
"evidence_chain","./.github/workflows/housekeeping-staging-selfcontained.yml","1","governance"
"evidence_chain","./db/migrations/eng/202509221300__eng_sd_metadata.sql","6","governance"
"evidence_chain","./db/seeds/ci_smoke_seed.sql","3","governance"
"evidence_chain","./db/seeds/integrity_gaps_seed.sql","1","governance"
"evidence_chain","./docs/EHG_Engineering/README.md","1","governance"
"evidence_chain","./docs/EHG_Engineering/data-contracts/strategic_directives.md","3","governance"
"evidence_chain","./docs/vision/rubric.yaml","2","governance"
"evidence_chain","./ops/backfill/eng_backfill_governance.sql","10","governance"
"evidence_chain","./ops/checks/backlog_integrity.sql","3","governance"
"evidence_chain","./ops/checks/backlog_integrity_staging.sql","5","governance"
"evidence_chain","./ops/checks/vision_alignment_staging.sql","5","governance"
"evidence_chain","./scripts/generate-workflow-docs.js","1","governance"
"evidence_chain","./scripts/update-sds-backlog-stage1.js","2","governance"
"evidence_chain","./src/services/database-loader/strategic-loaders.js","4","governance"
"sd_prd_queries","./.cursor/rules/leo_protocol_basic.md","1","governance"
"sd_prd_queries","./.github/workflows/boundary-lint.yml","4","governance"
"sd_prd_queries","./.github/workflows/housekeeping-prod-promotion.yml","1","governance"
"sd_prd_queries","./.github/workflows/housekeeping-staging-selfcontained.yml","1","governance"
"sd_prd_queries","./.github/workflows/schema-drift.yml","1","governance"
"sd_prd_queries","./AI_GUIDE.md","4","governance"
"sd_prd_queries","./CLAUDE.md","2","governance"
"sd_prd_queries","./USER_STORIES_IMPLEMENTATION_SUMMARY.md","1","governance"
"sd_prd_queries","./agents/story/runbook.md","2","governance"
"sd_prd_queries","./applications/APP001/codebase/README.md","1","governance"
"sd_prd_queries","./applications/APP001/codebase/scripts/add-leo-docs-to-database.sql","1","governance"
"sd_prd_queries","./database-optimization.sql","2","governance"
"sd_prd_queries","./database/schema/001_initial_schema.sql","10","governance"
"sd_prd_queries","./database/schema/002_multi_app_schema.sql","4","governance"
"sd_prd_queries","./database/schema/004_prd_schema.sql","10","governance"
"sd_prd_queries","./database/schema/009_prd_playwright_integration.sql","8","governance"
"sd_prd_queries","./database/schema/010_ehg_backlog_schema.sql","14","governance"
"sd_prd_queries","./database/schema/011_agentic_reviews_schema.sql","1","governance"
"sd_prd_queries","./database/schema/011_extend_existing_tables.sql","13","governance"
"sd_prd_queries","./database/schema/012_create_prd_view_v2.sql","2","governance"
"sd_prd_queries","./database/schema/cleanup_tech_debt.sql","6","governance"
"sd_prd_queries","./database/schema/strategic_directives.sql","9","governance"
"sd_prd_queries","./db/migrations/eng/202509221300__eng_sd_metadata.sql","14","governance"
"sd_prd_queries","./db/migrations/eng/202509221305__eng_prd_contract.sql","29","governance"
"sd_prd_queries","./db/migrations/eng/202509221310__eng_backlog_contract.sql","8","governance"
"sd_prd_queries","./db/migrations/eng/202509221315__eng_archive_legacy.sql","10","governance"
"sd_prd_queries","./db/migrations/eng/202509221320__eng_fix_prd_storage_fk.sql","13","governance"
"sd_prd_queries","./db/migrations/eng/202509221325__eng_commit_pr_linkage.sql","3","governance"
"sd_prd_queries","./db/migrations/eng/legacy/2025-01-17-prod-hardening.sql","1","governance"
"sd_prd_queries","./db/migrations/eng/legacy/2025-01-17-user-stories-compat.sql","4","governance"
"sd_prd_queries","./db/migrations/eng/legacy/2025-01-17-user-stories.sql","4","governance"
"sd_prd_queries","./db/migrations/eng/legacy/2025-09-EMB-message-bus.sql","12","governance"
"sd_prd_queries","./db/migrations/eng/legacy/hardening-fixes.sql","5","governance"
"sd_prd_queries","./db/migrations/eng/legacy/prod-pilot-seed.sql","7","governance"
"sd_prd_queries","./db/migrations/eng/legacy/prod-verification-queries.sql","1","governance"
"sd_prd_queries","./db/migrations/eng/legacy/rollback-SD-2025-09-EMB.sql","2","governance"
"sd_prd_queries","./db/migrations/eng/legacy/schema-discovery-queries.sql","8","governance"
"sd_prd_queries","./db/migrations/eng/legacy/seed-test-data.sql","6","governance"
"sd_prd_queries","./db/migrations/eng/legacy/verify-SD-2025-09-EMB.sql","10","governance"
"sd_prd_queries","./db/policies/eng/rls.sql","21","governance"
"sd_prd_queries","./db/seeds/ci_smoke_seed.sql","13","governance"
"sd_prd_queries","./db/seeds/integrity_gaps_seed.sql","12","governance"
"sd_prd_queries","./db/views/eng/v_eng_backlog_rollup.sql","1","governance"
"sd_prd_queries","./db/views/eng/v_eng_prd_payload_v1.sql","1","governance"
"sd_prd_queries","./db/views/eng/v_eng_trace.sql","2","governance"
"sd_prd_queries","./docs/02_api/LEAD-TO-PLAN-SDIP-2025-0903.md","1","governance"
"sd_prd_queries","./docs/03_guides/AI_GUIDE.md","2","governance"
"sd_prd_queries","./docs/03_protocols_and_standards/LEO_PROTOCOL_CHECKLIST_ENFORCEMENT.md","3","governance"
"sd_prd_queries","./docs/03_protocols_and_standards/LEO_v4.2_PLAYWRIGHT_TESTING_INTEGRATION.md","1","governance"
"sd_prd_queries","./docs/03_protocols_and_standards/leo_github_deployment_workflow_v4.1.2.md","2","governance"
"sd_prd_queries","./docs/03_protocols_and_standards/leo_protocol_v3.1.5.md","21","governance"
"sd_prd_queries","./docs/03_protocols_and_standards/leo_protocol_v4.1.1_update.md","6","governance"
"sd_prd_queries","./docs/03_protocols_and_standards/leo_protocol_v4.1.2_database_first.md","7","governance"
"sd_prd_queries","./docs/03_protocols_and_standards/leo_vision_qa_integration.md","2","governance"
"sd_prd_queries","./docs/04_features/database-subagent-sdip-handoff.md","1","governance"
"sd_prd_queries","./docs/04_features/lead-vision-qa-workflow.md","2","governance"
"sd_prd_queries","./docs/DASHBOARD_RESILIENCE_IMPROVEMENTS.md","2","governance"
"sd_prd_queries","./docs/DATABASE_ARCHITECTURE.md","7","governance"
"sd_prd_queries","./docs/DATABASE_ARCHITECTURE_GUIDE.md","5","governance"
"sd_prd_queries","./docs/EHG_Engineering/README.md","2","governance"
"sd_prd_queries","./docs/EHG_Engineering/data-contracts/backlog.md","2","governance"
"sd_prd_queries","./docs/EHG_Engineering/data-contracts/product_requirements.md","2","governance"
"sd_prd_queries","./docs/EHG_Engineering/data-contracts/strategic_directives.md","1","governance"
"sd_prd_queries","./docs/LEO_PROTOCOL_v4.2_DYNAMIC_CHECKLISTS.md","1","governance"
"sd_prd_queries","./docs/README.md","4","governance"
"sd_prd_queries","./docs/SUB_AGENT_ACTIVATION_GUIDE.md","1","governance"
"sd_prd_queries","./docs/SUPABASE_CONNECTION_FIXED.md","2","governance"
"sd_prd_queries","./docs/SUPABASE_CONNECTIVITY_GUIDE.md","2","governance"
"sd_prd_queries","./docs/multi-app-protocol.md","1","governance"
"sd_prd_queries","./docs/product-requirements/SD-2025-01-15-A-PRD.md","1","governance"
"sd_prd_queries","./docs/retrospectives/2025-09-22-supabase-backlog-journey.md","2","governance"
"sd_prd_queries","./docs/templates/agent_communications/lead_to_plan_handoff.md","2","governance"
"sd_prd_queries","./docs/templates/agent_communications/plan_to_exec_handoff.md","2","governance"
"sd_prd_queries","./docs/templates/leo_protocol/epic_execution_sequence_template.md","2","governance"
"sd_prd_queries","./docs/templates/leo_protocol/strategic_directive_template.md","1","governance"
"sd_prd_queries","./docs/validation/PHASE4-VALIDATION-REPORT.md","2","governance"
"sd_prd_queries","./docs/wbs_artefacts/execution_sequences/EES-2025-01-15-A-01.md","2","governance"
"sd_prd_queries","./docs/wbs_artefacts/execution_sequences/EES-2025-01-15-A-02.md","3","governance"
"sd_prd_queries","./docs/wbs_artefacts/strategic_directives/SD-2025-01-15-A.md","2","governance"
"sd_prd_queries","./docs/wbs_artefacts/strategic_directives/SD-2025-08-29-A.md","2","governance"
"sd_prd_queries","./kb/ehg-review/00_foundations_ops_instructions.md","2","governance"
"sd_prd_queries","./kb/ehg-review/01_vision_ehg_eva.md","1","governance"
"sd_prd_queries","./kb/ehg-review/02_architecture_boundaries.md","7","governance"
"sd_prd_queries","./kb/ehg-review/04_governance_kpis_prompts.md","2","governance"
"sd_prd_queries","./kb/ehg-review/KB_REFRESH_REPORT.md","1","governance"
"sd_prd_queries","./lib/agents/cost-sub-agent.js","2","governance"
"sd_prd_queries","./lib/agents/database-sub-agent.js","11","governance"
"sd_prd_queries","./lib/dashboard-legacy/sdip/api/sdip-handler.js","1","governance"
"sd_prd_queries","./lib/testing/prd-playwright-generator.js","1","governance"
"sd_prd_queries","./lib/testing/prd-ui-validator.js","1","governance"
